CustomerID,CustomerName,Email,Phone,LoyaltyPoints,SignupDate
423,Customer 423,customer423@example.com,+1-555-5368,128,2023-02-27
424,Customer 424,customer424@example.com,+1-555-9096,598,2023-02-28
425,Customer 425,customer425@example.com,+1-555-5272,841,2023-03-01
426,Customer 426,customer426@example.com,+1-555-4767,425,2023-03-02
427,Customer 427,customer427@example.com,+1-555-9834,947,2023-03-03
428,Customer 428,customer428@example.com,+1-555-6994,664,2023-03-04
429,Customer 429,customer429@example.com,+1-555-8216,693,2023-03-05
430,Customer 430,customer430@example.com,+1-555-9857,124,2023-03-06
431,Customer 431,customer431@example.com,+1-555-4426,66,2023-03-07
432,Customer 432,customer432@example.com,+1-555-4783,5,2023-03-08
433,Customer 433,customer433@example.com,+1-555-6427,636,2023-03-09
434,Customer 434,customer434@example.com,+1-555-8011,313,2023-03-10
435,Customer 435,customer435@example.com,+1-555-9052,325,2023-03-11
436,Customer 436,customer436@example.com,+1-555-4701,564,2023-03-12
437,Customer 437,customer437@example.com,+1-555-3349,577,2023-03-13
438,Customer 438,customer438@example.com,+1-555-8011,825,2023-03-14
439,Customer 439,customer439@example.com,+1-555-8055,505,2023-03-15
440,Customer 440,customer440@example.com,+1-555-2212,81,2023-03-16
441,Customer 441,customer441@example.com,+1-555-7965,598,2023-03-17
442,Customer 442,customer442@example.com,+1-555-7704,1,2023-03-18
443,Customer 443,customer443@example.com,+1-555-8433,203,2023-03-19
444,Customer 444,customer444@example.com,+1-555-3511,661,2023-03-20
445,Customer 445,customer445@example.com,+1-555-1143,804,2023-03-21
446,Customer 446,customer446@example.com,+1-555-8367,403,2023-03-22
447,Customer 447,customer447@example.com,+1-555-4228,102,2023-03-23
448,Customer 448,customer448@example.com,+1-555-5582,535,2023-03-24
449,Customer 449,customer449@example.com,+1-555-7031,367,2023-03-25
450,Customer 450,customer450@example.com,+1-555-5243,211,2023-03-26
451,Customer 451,customer451@example.com,+1-555-3713,576,2023-03-27
452,Customer 452,customer452@example.com,+1-555-5185,960,2023-03-28
453,Customer 453,customer453@example.com,+1-555-8328,208,2023-03-29
454,Customer 454,customer454@example.com,+1-555-5633,762,2023-03-30
455,Customer 455,customer455@example.com,+1-555-4192,896,2023-03-31
456,Customer 456,customer456@example.com,+1-555-1300,116,2023-04-01
457,Customer 457,customer457@example.com,+1-555-1723,627,2023-04-02
458,Customer 458,customer458@example.com,+1-555-6694,748,2023-04-03
459,Customer 459,customer459@example.com,+1-555-4010,477,2023-04-04
460,Customer 460,customer460@example.com,+1-555-6555,104,2023-04-05
461,Customer 461,customer461@example.com,+1-555-1067,494,2023-04-06
462,Customer 462,customer462@example.com,+1-555-3506,770,2023-04-07
463,Customer 463,customer463@example.com,+1-555-2537,45,2023-04-08
464,Customer 464,customer464@example.com,+1-555-1397,822,2023-04-09
465,Customer 465,customer465@example.com,+1-555-6680,330,2023-04-10
466,Customer 466,customer466@example.com,+1-555-5825,215,2023-04-11
467,Customer 467,customer467@example.com,+1-555-9747,981,2023-04-12
468,Customer 468,customer468@example.com,+1-555-7048,959,2023-04-13
469,Customer 469,customer469@example.com,+1-555-4661,491,2023-04-14
470,Customer 470,customer470@example.com,+1-555-3941,812,2023-04-15
471,Customer 471,customer471@example.com,+1-555-8067,921,2023-04-16
472,Customer 472,customer472@example.com,+1-555-6091,844,2023-04-17
473,Customer 473,customer473@example.com,+1-555-2601,448,2023-04-18
474,Customer 474,customer474@example.com,+1-555-2480,535,2023-04-19
475,Customer 475,customer475@example.com,+1-555-7230,510,2023-04-20
476,Customer 476,customer476@example.com,+1-555-4276,457,2023-04-21
477,Customer 477,customer477@example.com,+1-555-7447,546,2023-04-22
478,Customer 478,customer478@example.com,+1-555-6499,535,2023-04-23
479,Customer 479,customer479@example.com,+1-555-7273,539,2023-04-24
480,Customer 480,customer480@example.com,+1-555-2299,483,2023-04-25
481,Customer 481,customer481@example.com,+1-555-6818,975,2023-04-26
482,Customer 482,customer482@example.com,+1-555-7701,999,2023-04-27
483,Customer 483,customer483@example.com,+1-555-5994,15,2023-04-28
484,Customer 484,customer484@example.com,+1-555-8489,570,2023-04-29
485,Customer 485,customer485@example.com,+1-555-9269,976,2023-04-30
486,Customer 486,customer486@example.com,+1-555-3831,242,2023-05-01
487,Customer 487,customer487@example.com,+1-555-3721,949,2023-05-02
488,Customer 488,customer488@example.com,+1-555-2532,206,2023-05-03
489,Customer 489,customer489@example.com,+1-555-9429,911,2023-05-04
490,Customer 490,customer490@example.com,+1-555-6253,270,2023-05-05
491,Customer 491,customer491@example.com,+1-555-2996,760,2023-05-06
492,Customer 492,customer492@example.com,+1-555-6311,993,2023-05-07
493,Customer 493,customer493@example.com,+1-555-1277,778,2023-05-08
494,Customer 494,customer494@example.com,+1-555-4089,704,2023-05-09
495,Customer 495,customer495@example.com,+1-555-1523,846,2023-05-10
496,Customer 496,customer496@example.com,+1-555-5275,729,2023-05-11
497,Customer 497,customer497@example.com,+1-555-6365,114,2023-05-12
498,Customer 498,customer498@example.com,+1-555-4122,579,2023-05-13
499,Customer 499,customer499@example.com,+1-555-9167,298,2023-05-14
500,Customer 500,customer500@example.com,+1-555-6190,836,2023-05-15
501,Customer 501,customer501@example.com,+1-555-5575,482,2023-05-16
502,Customer 502,customer502@example.com,+1-555-8727,396,2023-05-17
503,Customer 503,customer503@example.com,+1-555-2797,393,2023-05-18
504,Customer 504,customer504@example.com,+1-555-3131,74,2023-05-19
505,Customer 505,customer505@example.com,+1-555-8322,977,2023-05-20
506,Customer 506,customer506@example.com,+1-555-7500,481,2023-05-21
507,Customer 507,customer507@example.com,+1-555-1815,102,2023-05-22
508,Customer 508,customer508@example.com,+1-555-9634,296,2023-05-23
509,Customer 509,customer509@example.com,+1-555-7666,177,2023-05-24
510,Customer 510,customer510@example.com,+1-555-1142,214,2023-05-25
511,Customer 511,customer511@example.com,+1-555-2410,966,2023-05-26
512,Customer 512,customer512@example.com,+1-555-1534,314,2023-05-27
513,Customer 513,customer513@example.com,+1-555-4364,38,2023-05-28
514,Customer 514,customer514@example.com,+1-555-2032,258,2023-05-29
515,Customer 515,customer515@example.com,+1-555-4342,715,2023-05-30
516,Customer 516,customer516@example.com,+1-555-7085,6,2023-05-31
517,Customer 517,customer517@example.com,+1-555-5500,48,2023-06-01
518,Customer 518,customer518@example.com,+1-555-2172,537,2023-06-02
519,Customer 519,customer519@example.com,+1-555-5517,160,2023-06-03
520,Customer 520,customer520@example.com,+1-555-9007,868,2023-06-04
521,Customer 521,customer521@example.com,+1-555-2641,175,2023-06-05
522,Customer 522,customer522@example.com,+1-555-1471,590,2023-06-06
523,Customer 523,customer523@example.com,+1-555-3940,1,2023-06-07
524,Customer 524,customer524@example.com,+1-555-9738,894,2023-06-08
525,Customer 525,customer525@example.com,+1-555-5726,454,2023-06-09
526,Customer 526,customer526@example.com,+1-555-8670,927,2023-06-10
527,Customer 527,customer527@example.com,+1-555-4723,643,2023-06-11
528,Customer 528,customer528@example.com,+1-555-1363,275,2023-06-12
529,Customer 529,customer529@example.com,+1-555-4309,497,2023-06-13
530,Customer 530,customer530@example.com,+1-555-1545,628,2023-06-14
531,Customer 531,customer531@example.com,+1-555-4240,675,2023-06-15
532,Customer 532,customer532@example.com,+1-555-7665,799,2023-06-16
533,Customer 533,customer533@example.com,+1-555-2936,27,2023-06-17
534,Customer 534,customer534@example.com,+1-555-1882,332,2023-06-18
535,Customer 535,customer535@example.com,+1-555-4840,0,2023-06-19
536,Customer 536,customer536@example.com,+1-555-7923,187,2023-06-20
537,Customer 537,customer537@example.com,+1-555-5611,55,2023-06-21
538,Customer 538,customer538@example.com,+1-555-6204,546,2023-06-22
539,Customer 539,customer539@example.com,+1-555-8288,111,2023-06-23
540,Customer 540,customer540@example.com,+1-555-4203,797,2023-06-24
541,Customer 541,customer541@example.com,+1-555-3244,309,2023-06-25
542,Customer 542,customer542@example.com,+1-555-1018,35,2023-06-26
543,Customer 543,customer543@example.com,+1-555-1641,438,2023-06-27
544,Customer 544,customer544@example.com,+1-555-4083,728,2023-06-28
545,Customer 545,customer545@example.com,+1-555-6200,591,2023-06-29
546,Customer 546,customer546@example.com,+1-555-9521,825,2023-06-30
547,Customer 547,customer547@example.com,+1-555-1865,594,2023-07-01
548,Customer 548,customer548@example.com,+1-555-1773,576,2023-07-02
549,Customer 549,customer549@example.com,+1-555-5732,324,2023-07-03
550,Customer 550,customer550@example.com,+1-555-4518,639,2023-07-04
551,Customer 551,customer551@example.com,+1-555-7795,306,2023-07-05
552,Customer 552,customer552@example.com,+1-555-7984,533,2023-07-06
553,Customer 553,customer553@example.com,+1-555-3567,727,2023-07-07
554,Customer 554,customer554@example.com,+1-555-2674,618,2023-07-08
555,Customer 555,customer555@example.com,+1-555-1739,108,2023-07-09
556,Customer 556,customer556@example.com,+1-555-2545,371,2023-07-10
557,Customer 557,customer557@example.com,+1-555-6127,356,2023-07-11
558,Customer 558,customer558@example.com,+1-555-7947,180,2023-07-12
559,Customer 559,customer559@example.com,+1-555-7620,355,2023-07-13
560,Customer 560,customer560@example.com,+1-555-5555,675,2023-07-14
561,Customer 561,customer561@example.com,+1-555-6645,67,2023-07-15
562,Customer 562,customer562@example.com,+1-555-9943,291,2023-07-16
563,Customer 563,customer563@example.com,+1-555-8124,691,2023-07-17
564,Customer 564,customer564@example.com,+1-555-4732,180,2023-07-18
565,Customer 565,customer565@example.com,+1-555-3283,465,2023-07-19
566,Customer 566,customer566@example.com,+1-555-9669,433,2023-07-20
567,Customer 567,customer567@example.com,+1-555-7998,463,2023-07-21
568,Customer 568,customer568@example.com,+1-555-6413,680,2023-07-22
569,Customer 569,customer569@example.com,+1-555-2269,913,2023-07-23
570,Customer 570,customer570@example.com,+1-555-8868,533,2023-07-24
571,Customer 571,customer571@example.com,+1-555-3603,65,2023-07-25
572,Customer 572,customer572@example.com,+1-555-6961,20,2023-07-26
573,Customer 573,customer573@example.com,+1-555-9569,611,2023-07-27
574,Customer 574,customer574@example.com,+1-555-8557,383,2023-07-28
575,Customer 575,customer575@example.com,+1-555-2680,811,2023-07-29
576,Customer 576,customer576@example.com,+1-555-9433,614,2023-07-30
577,Customer 577,customer577@example.com,+1-555-6682,558,2023-07-31
578,Customer 578,customer578@example.com,+1-555-9084,38,2023-08-01
579,Customer 579,customer579@example.com,+1-555-6367,284,2023-08-02
580,Customer 580,customer580@example.com,+1-555-1069,821,2023-08-03
581,Customer 581,customer581@example.com,+1-555-4924,601,2023-08-04
582,Customer 582,customer582@example.com,+1-555-7200,596,2023-08-05
583,Customer 583,customer583@example.com,+1-555-3007,784,2023-08-06
584,Customer 584,customer584@example.com,+1-555-9992,335,2023-08-07
585,Customer 585,customer585@example.com,+1-555-9119,187,2023-08-08
586,Customer 586,customer586@example.com,+1-555-3779,670,2023-08-09
587,Customer 587,customer587@example.com,+1-555-5920,242,2023-08-10
588,Customer 588,customer588@example.com,+1-555-1755,72,2023-08-11
589,Customer 589,customer589@example.com,+1-555-7495,478,2023-08-12
590,Customer 590,customer590@example.com,+1-555-6935,973,2023-08-13
591,Customer 591,customer591@example.com,+1-555-3330,560,2023-08-14
592,Customer 592,customer592@example.com,+1-555-6705,100,2023-08-15
593,Customer 593,customer593@example.com,+1-555-9301,513,2023-08-16
594,Customer 594,customer594@example.com,+1-555-2016,755,2023-08-17
595,Customer 595,customer595@example.com,+1-555-8347,175,2023-08-18
596,Customer 596,customer596@example.com,+1-555-9216,237,2023-08-19
597,Customer 597,customer597@example.com,+1-555-5938,909,2023-08-20
598,Customer 598,customer598@example.com,+1-555-3838,58,2023-08-21
599,Customer 599,customer599@example.com,+1-555-1737,864,2023-08-22
600,Customer 600,customer600@example.com,+1-555-7200,98,2023-08-23
601,Customer 601,customer601@example.com,+1-555-9371,953,2023-08-24
602,Customer 602,customer602@example.com,+1-555-1231,870,2023-08-25
603,Customer 603,customer603@example.com,+1-555-2917,953,2023-08-26
604,Customer 604,customer604@example.com,+1-555-9534,494,2023-08-27
605,Customer 605,customer605@example.com,+1-555-6918,946,2023-08-28
606,Customer 606,customer606@example.com,+1-555-3623,979,2023-08-29
607,Customer 607,customer607@example.com,+1-555-9646,513,2023-08-30
608,Customer 608,customer608@example.com,+1-555-7401,754,2023-08-31
609,Customer 609,customer609@example.com,+1-555-8072,296,2023-09-01
610,Customer 610,customer610@example.com,+1-555-3276,210,2023-09-02
611,Customer 611,customer611@example.com,+1-555-8393,122,2023-09-03
612,Customer 612,customer612@example.com,+1-555-9787,228,2023-09-04
613,Customer 613,customer613@example.com,+1-555-4874,593,2023-09-05
614,Customer 614,customer614@example.com,+1-555-5530,655,2023-09-06
615,Customer 615,customer615@example.com,+1-555-8164,387,2023-09-07
616,Customer 616,customer616@example.com,+1-555-5497,139,2023-09-08
617,Customer 617,customer617@example.com,+1-555-8933,540,2023-09-09
618,Customer 618,customer618@example.com,+1-555-3135,390,2023-09-10
619,Customer 619,customer619@example.com,+1-555-7727,269,2023-09-11
620,Customer 620,customer620@example.com,+1-555-2565,758,2023-09-12
621,Customer 621,customer621@example.com,+1-555-1308,11,2023-09-13
622,Customer 622,customer622@example.com,+1-555-9534,866,2023-09-14
623,Customer 623,customer623@example.com,+1-555-9627,388,2023-09-15
624,Customer 624,customer624@example.com,+1-555-9368,336,2023-09-16
625,Customer 625,customer625@example.com,+1-555-1138,505,2023-09-17
626,Customer 626,customer626@example.com,+1-555-1193,105,2023-09-18
627,Customer 627,customer627@example.com,+1-555-4257,31,2023-09-19
628,Customer 628,customer628@example.com,+1-555-4235,73,2023-09-20
629,Customer 629,customer629@example.com,+1-555-1942,170,2023-09-21
630,Customer 630,customer630@example.com,+1-555-5620,848,2023-09-22
631,Customer 631,customer631@example.com,+1-555-6720,68,2023-09-23
632,Customer 632,customer632@example.com,+1-555-7353,812,2023-09-24
633,Customer 633,customer633@example.com,+1-555-5957,361,2023-09-25
634,Customer 634,customer634@example.com,+1-555-4381,648,2023-09-26
635,Customer 635,customer635@example.com,+1-555-6839,432,2023-09-27
636,Customer 636,customer636@example.com,+1-555-3880,928,2023-09-28
637,Customer 637,customer637@example.com,+1-555-5887,995,2023-09-29
638,Customer 638,customer638@example.com,+1-555-1545,99,2023-09-30
639,Customer 639,customer639@example.com,+1-555-2927,657,2023-10-01
640,Customer 640,customer640@example.com,+1-555-5152,8,2023-10-02
641,Customer 641,customer641@example.com,+1-555-1004,573,2023-10-03
642,Customer 642,customer642@example.com,+1-555-6533,696,2023-10-04
643,Customer 643,customer643@example.com,+1-555-6378,28,2023-10-05
644,Customer 644,customer644@example.com,+1-555-7233,892,2023-10-06
645,Customer 645,customer645@example.com,+1-555-3663,113,2023-10-07
646,Customer 646,customer646@example.com,+1-555-4326,461,2023-10-08
647,Customer 647,customer647@example.com,+1-555-4659,920,2023-10-09
648,Customer 648,customer648@example.com,+1-555-2131,142,2023-10-10
649,Customer 649,customer649@example.com,+1-555-5763,389,2023-10-11
650,Customer 650,customer650@example.com,+1-555-7737,631,2023-10-12
651,Customer 651,customer651@example.com,+1-555-6092,681,2023-10-13
652,Customer 652,customer652@example.com,+1-555-7022,156,2023-10-14
653,Customer 653,customer653@example.com,+1-555-4159,334,2023-10-15
654,Customer 654,customer654@example.com,+1-555-7159,860,2023-10-16
655,Customer 655,customer655@example.com,+1-555-8318,259,2023-10-17
656,Customer 656,customer656@example.com,+1-555-9445,81,2023-10-18
657,Customer 657,customer657@example.com,+1-555-6307,753,2023-10-19
658,Customer 658,customer658@example.com,+1-555-9520,440,2023-10-20
659,Customer 659,customer659@example.com,+1-555-4044,944,2023-10-21
660,Customer 660,customer660@example.com,+1-555-6636,171,2023-10-22
661,Customer 661,customer661@example.com,+1-555-3892,230,2023-10-23
662,Customer 662,customer662@example.com,+1-555-6288,719,2023-10-24
663,Customer 663,customer663@example.com,+1-555-6812,74,2023-10-25
664,Customer 664,customer664@example.com,+1-555-1654,269,2023-10-26
665,Customer 665,customer665@example.com,+1-555-6481,898,2023-10-27
666,Customer 666,customer666@example.com,+1-555-1759,625,2023-10-28
667,Customer 667,customer667@example.com,+1-555-7782,61,2023-10-29
668,Customer 668,customer668@example.com,+1-555-2798,873,2023-10-30
669,Customer 669,customer669@example.com,+1-555-6159,319,2023-10-31
670,Customer 670,customer670@example.com,+1-555-9446,101,2023-11-01
671,Customer 671,customer671@example.com,+1-555-6262,428,2023-11-02
672,Customer 672,customer672@example.com,+1-555-4823,873,2023-11-03
673,Customer 673,customer673@example.com,+1-555-2876,721,2023-11-04
674,Customer 674,customer674@example.com,+1-555-7154,953,2023-11-05
675,Customer 675,customer675@example.com,+1-555-8787,254,2023-11-06
676,Customer 676,customer676@example.com,+1-555-5516,531,2023-11-07
677,Customer 677,customer677@example.com,+1-555-4734,569,2023-11-08
678,Customer 678,customer678@example.com,+1-555-6972,111,2023-11-09
679,Customer 679,customer679@example.com,+1-555-7639,984,2023-11-10
680,Customer 680,customer680@example.com,+1-555-6356,312,2023-11-11
681,Customer 681,customer681@example.com,+1-555-7380,997,2023-11-12
682,Customer 682,customer682@example.com,+1-555-2008,460,2023-11-13
683,Customer 683,customer683@example.com,+1-555-5314,707,2023-11-14
684,Customer 684,customer684@example.com,+1-555-3508,886,2023-11-15
685,Customer 685,customer685@example.com,+1-555-5758,461,2023-11-16
686,Customer 686,customer686@example.com,+1-555-3682,864,2023-11-17
687,Customer 687,customer687@example.com,+1-555-8311,91,2023-11-18
688,Customer 688,customer688@example.com,+1-555-1989,51,2023-11-19
689,Customer 689,customer689@example.com,+1-555-9446,804,2023-11-20
690,Customer 690,customer690@example.com,+1-555-5711,519,2023-11-21
691,Customer 691,customer691@example.com,+1-555-7479,811,2023-11-22
692,Customer 692,customer692@example.com,+1-555-7964,97,2023-11-23
693,Customer 693,customer693@example.com,+1-555-9075,235,2023-11-24
694,Customer 694,customer694@example.com,+1-555-5452,900,2023-11-25
695,Customer 695,customer695@example.com,+1-555-9447,373,2023-11-26
696,Customer 696,customer696@example.com,+1-555-2007,580,2023-11-27
697,Customer 697,customer697@example.com,+1-555-7496,926,2023-11-28
698,Customer 698,customer698@example.com,+1-555-8688,556,2023-11-29
699,Customer 699,customer699@example.com,+1-555-4908,648,2023-11-30
700,Customer 700,customer700@example.com,+1-555-3803,233,2023-12-01
701,Customer 701,customer701@example.com,+1-555-5379,31,2023-12-02
702,Customer 702,customer702@example.com,+1-555-1098,288,2023-12-03
703,Customer 703,customer703@example.com,+1-555-9388,637,2023-12-04
704,Customer 704,customer704@example.com,+1-555-1877,578,2023-12-05
705,Customer 705,customer705@example.com,+1-555-2868,541,2023-12-06
706,Customer 706,customer706@example.com,+1-555-3665,113,2023-12-07
707,Customer 707,customer707@example.com,+1-555-2388,203,2023-12-08
708,Customer 708,customer708@example.com,+1-555-3415,28,2023-12-09
709,Customer 709,customer709@example.com,+1-555-9761,642,2023-12-10
710,Customer 710,customer710@example.com,+1-555-3637,473,2023-12-11
711,Customer 711,customer711@example.com,+1-555-8242,696,2023-12-12
712,Customer 712,customer712@example.com,+1-555-9613,252,2023-12-13
713,Customer 713,customer713@example.com,+1-555-3883,797,2023-12-14
714,Customer 714,customer714@example.com,+1-555-2204,904,2023-12-15
715,Customer 715,customer715@example.com,+1-555-1544,921,2023-12-16
716,Customer 716,customer716@example.com,+1-555-2223,385,2023-12-17
717,Customer 717,customer717@example.com,+1-555-4172,61,2023-12-18
718,Customer 718,customer718@example.com,+1-555-9959,514,2023-12-19
719,Customer 719,customer719@example.com,+1-555-7450,429,2023-12-20
720,Customer 720,customer720@example.com,+1-555-7520,579,2023-12-21
721,Customer 721,customer721@example.com,+1-555-1654,536,2023-12-22
722,Customer 722,customer722@example.com,+1-555-7821,690,2023-12-23
723,Customer 723,customer723@example.com,+1-555-3446,140,2023-12-24
724,Customer 724,customer724@example.com,+1-555-6892,742,2023-12-25
725,Customer 725,customer725@example.com,+1-555-9412,299,2023-12-26
726,Customer 726,customer726@example.com,+1-555-4666,674,2023-12-27
727,Customer 727,customer727@example.com,+1-555-5277,310,2023-12-28
728,Customer 728,customer728@example.com,+1-555-5402,470,2023-12-29
729,Customer 729,customer729@example.com,+1-555-3569,392,2023-12-30
730,Customer 730,customer730@example.com,+1-555-6515,641,2023-12-31
731,Customer 731,customer731@example.com,+1-555-4985,444,2024-01-01
732,Customer 732,customer732@example.com,+1-555-9167,757,2024-01-02
733,Customer 733,customer733@example.com,+1-555-8448,808,2024-01-03
734,Customer 734,customer734@example.com,+1-555-5310,171,2024-01-04
735,Customer 735,customer735@example.com,+1-555-4019,575,2024-01-05
736,Customer 736,customer736@example.com,+1-555-4681,30,2024-01-06
737,Customer 737,customer737@example.com,+1-555-5196,46,2024-01-07
738,Customer 738,customer738@example.com,+1-555-1572,129,2024-01-08
739,Customer 739,customer739@example.com,+1-555-5753,351,2024-01-09
740,Customer 740,customer740@example.com,+1-555-8082,977,2024-01-10
741,Customer 741,customer741@example.com,+1-555-5002,844,2024-01-11
742,Customer 742,customer742@example.com,+1-555-6629,621,2024-01-12
743,Customer 743,customer743@example.com,+1-555-9417,580,2024-01-13
744,Customer 744,customer744@example.com,+1-555-5200,57,2024-01-14
745,Customer 745,customer745@example.com,+1-555-2997,105,2024-01-15
746,Customer 746,customer746@example.com,+1-555-9963,811,2024-01-16
747,Customer 747,customer747@example.com,+1-555-8422,329,2024-01-17
748,Customer 748,customer748@example.com,+1-555-5524,767,2024-01-18
749,Customer 749,customer749@example.com,+1-555-9625,823,2024-01-19
750,Customer 750,customer750@example.com,+1-555-4407,682,2024-01-20
751,Customer 751,customer751@example.com,+1-555-7731,382,2024-01-21
752,Customer 752,customer752@example.com,+1-555-8795,984,2024-01-22
753,Customer 753,customer753@example.com,+1-555-3793,161,2024-01-23
754,Customer 754,customer754@example.com,+1-555-8334,996,2024-01-24
755,Customer 755,customer755@example.com,+1-555-3911,285,2024-01-25
756,Customer 756,customer756@example.com,+1-555-8952,70,2024-01-26
757,Customer 757,customer757@example.com,+1-555-3415,766,2024-01-27
758,Customer 758,customer758@example.com,+1-555-1250,453,2024-01-28
759,Customer 759,customer759@example.com,+1-555-5951,885,2024-01-29
760,Customer 760,customer760@example.com,+1-555-9098,566,2024-01-30
761,Customer 761,customer761@example.com,+1-555-6289,834,2024-01-31
762,Customer 762,customer762@example.com,+1-555-9102,396,2024-02-01
763,Customer 763,customer763@example.com,+1-555-8257,514,2024-02-02
764,Customer 764,customer764@example.com,+1-555-6565,25,2024-02-03
765,Customer 765,customer765@example.com,+1-555-7437,312,2024-02-04
766,Customer 766,customer766@example.com,+1-555-2173,125,2024-02-05
767,Customer 767,customer767@example.com,+1-555-9624,407,2024-02-06
768,Customer 768,customer768@example.com,+1-555-1835,564,2024-02-07
769,Customer 769,customer769@example.com,+1-555-3262,197,2024-02-08
770,Customer 770,customer770@example.com,+1-555-5567,810,2024-02-09
771,Customer 771,customer771@example.com,+1-555-4815,187,2024-02-10
772,Customer 772,customer772@example.com,+1-555-1246,697,2024-02-11
773,Customer 773,customer773@example.com,+1-555-3429,816,2024-02-12
774,Customer 774,customer774@example.com,+1-555-6287,809,2024-02-13
775,Customer 775,customer775@example.com,+1-555-3607,715,2024-02-14
776,Customer 776,customer776@example.com,+1-555-6930,483,2024-02-15
777,Customer 777,customer777@example.com,+1-555-5022,449,2024-02-16
778,Customer 778,customer778@example.com,+1-555-5784,522,2024-02-17
779,Customer 779,customer779@example.com,+1-555-7617,870,2024-02-18
780,Customer 780,customer780@example.com,+1-555-4151,353,2024-02-19
781,Customer 781,customer781@example.com,+1-555-6580,985,2024-02-20
782,Customer 782,customer782@example.com,+1-555-8054,657,2024-02-21
783,Customer 783,customer783@example.com,+1-555-8706,596,2024-02-22
784,Customer 784,customer784@example.com,+1-555-8619,99,2024-02-23
785,Customer 785,customer785@example.com,+1-555-5573,615,2024-02-24
786,Customer 786,customer786@example.com,+1-555-4491,947,2024-02-25
787,Customer 787,customer787@example.com,+1-555-1706,557,2024-02-26
788,Customer 788,customer788@example.com,+1-555-7997,555,2024-02-27
789,Customer 789,customer789@example.com,+1-555-6233,277,2024-02-28
790,Customer 790,customer790@example.com,+1-555-9945,692,2024-02-29
791,Customer 791,customer791@example.com,+1-555-6755,698,2024-03-01
792,Customer 792,customer792@example.com,+1-555-7960,989,2024-03-02
793,Customer 793,customer793@example.com,+1-555-9779,625,2024-03-03
794,Customer 794,customer794@example.com,+1-555-2334,490,2024-03-04
795,Customer 795,customer795@example.com,+1-555-6588,254,2024-03-05
796,Customer 796,customer796@example.com,+1-555-2847,380,2024-03-06
797,Customer 797,customer797@example.com,+1-555-7851,891,2024-03-07
798,Customer 798,customer798@example.com,+1-555-8211,541,2024-03-08
799,Customer 799,customer799@example.com,+1-555-8865,263,2024-03-09
800,Customer 800,customer800@example.com,+1-555-4317,609,2024-03-10
801,Customer 801,customer801@example.com,+1-555-7811,824,2024-03-11
802,Customer 802,customer802@example.com,+1-555-1164,878,2024-03-12
803,Customer 803,customer803@example.com,+1-555-8060,328,2024-03-13
804,Customer 804,customer804@example.com,+1-555-4057,114,2024-03-14
805,Customer 805,customer805@example.com,+1-555-5428,275,2024-03-15
806,Customer 806,customer806@example.com,+1-555-1402,487,2024-03-16
807,Customer 807,customer807@example.com,+1-555-9605,280,2024-03-17
808,Customer 808,customer808@example.com,+1-555-9236,274,2024-03-18
809,Customer 809,customer809@example.com,+1-555-7349,772,2024-03-19
810,Customer 810,customer810@example.com,+1-555-5157,842,2024-03-20
811,Customer 811,customer811@example.com,+1-555-1867,718,2024-03-21
812,Customer 812,customer812@example.com,+1-555-9210,895,2024-03-22
813,Customer 813,customer813@example.com,+1-555-1364,327,2024-03-23
814,Customer 814,customer814@example.com,+1-555-8467,210,2024-03-24
815,Customer 815,customer815@example.com,+1-555-7571,726,2024-03-25
816,Customer 816,customer816@example.com,+1-555-1579,922,2024-03-26
817,Customer 817,customer817@example.com,+1-555-8674,551,2024-03-27
818,Customer 818,customer818@example.com,+1-555-9737,991,2024-03-28
819,Customer 819,customer819@example.com,+1-555-7468,25,2024-03-29
820,Customer 820,customer820@example.com,+1-555-5150,26,2024-03-30
821,Customer 821,customer821@example.com,+1-555-4039,701,2024-03-31
822,Customer 822,customer822@example.com,+1-555-5137,82,2024-04-01
823,Customer 823,customer823@example.com,+1-555-1452,895,2024-04-02
824,Customer 824,customer824@example.com,+1-555-7537,945,2024-04-03
825,Customer 825,customer825@example.com,+1-555-2381,681,2024-04-04
826,Customer 826,customer826@example.com,+1-555-9154,412,2024-04-05
827,Customer 827,customer827@example.com,+1-555-2467,166,2024-04-06
828,Customer 828,customer828@example.com,+1-555-3738,699,2024-04-07
829,Customer 829,customer829@example.com,+1-555-8572,168,2024-04-08
830,Customer 830,customer830@example.com,+1-555-7747,800,2024-04-09
831,Customer 831,customer831@example.com,+1-555-1880,978,2024-04-10
832,Customer 832,customer832@example.com,+1-555-4149,228,2024-04-11
833,Customer 833,customer833@example.com,+1-555-9276,978,2024-04-12
834,Customer 834,customer834@example.com,+1-555-8892,608,2024-04-13
835,Customer 835,customer835@example.com,+1-555-5144,366,2024-04-14
836,Customer 836,customer836@example.com,+1-555-2168,527,2024-04-15
837,Customer 837,customer837@example.com,+1-555-4129,790,2024-04-16
838,Customer 838,customer838@example.com,+1-555-4645,646,2024-04-17
839,Customer 839,customer839@example.com,+1-555-3526,537,2024-04-18
840,Customer 840,customer840@example.com,+1-555-4516,863,2024-04-19
841,Customer 841,customer841@example.com,+1-555-4367,523,2024-04-20
842,Customer 842,customer842@example.com,+1-555-8338,71,2024-04-21
843,Customer 843,customer843@example.com,+1-555-4555,644,2024-04-22
844,Customer 844,customer844@example.com,+1-555-6111,105,2024-04-23
845,Customer 845,customer845@example.com,+1-555-7752,731,2024-04-24
